fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type_red,type_white,PCA1,PCA2,LDA1,LDA2
6.4,0.22,0.56,14.5,0.055,27.0,159.0,0.998,2.98,0.4,9.1,5,0,1,41.384887223059025,-12.799880830275342,1.2339143572918219,-1.1480399700903214
6.3,0.36,0.3,4.8,0.049,14.0,85.0,0.9932,3.28,0.39,10.6,5,0,1,-33.98887790584503,-9.067234634570504,0.45105673107793903,1.3710926487511674
7.4,0.24,0.42,14.0,0.066,48.0,198.0,0.9979,2.89,0.42,8.9,6,0,1,84.03458704817271,-1.167335149609091,1.1000820677186038,-1.6757628792257278
6.7,0.24,0.35,13.1,0.05,64.0,205.0,0.997,3.15,0.5,9.5,5,0,1,94.39894192971023,12.81300713718142,0.017949494974700105,-1.6688492684730123
7.0,0.23,0.36,13.0,0.051,72.0,177.0,0.9972,3.16,0.49,9.8,5,0,1,68.92315290259569,26.911587590365407,-0.41851684472800904,-1.5336597471252171
8.4,0.27,0.46,8.7,0.048,39.0,197.0,0.9974,3.14,0.59,9.6,6,0,1,80.81100204492817,-9.873023377515326,0.600178245312967,-0.1945017565219185
6.7,0.46,0.18,2.4,0.034,25.0,98.0,0.9896,3.08,0.44,12.6,7,0,1,-18.981738407130457,-1.3584664850612431,-1.065479686656032,1.777873544222605
7.5,0.29,0.31,8.95,0.055,20.0,151.0,0.9968,3.08,0.54,9.3,5,0,1,31.785985319595323,-17.98962642318183,1.1346027823622458,0.11447758190368065
9.8,0.42,0.48,9.85,0.034,5.0,110.0,0.9958,2.87,0.29,10.0,5,0,1,-11.475096465556527,-23.337974457988228,1.009631901859455,1.9636355401707835
7.1,0.3,0.46,1.5,0.066,29.0,133.0,0.9906,3.12,0.54,12.7,6,0,1,15.949759687137586,-5.384732624209739,-1.3522622862770302,0.7012805602574144
7.9,0.19,0.45,1.5,0.045,17.0,96.0,0.9917,3.13,0.39,11.0,6,0,1,-22.758105515866152,-8.737243064918683,-0.45808058061165907,0.5969582987797242
7.6,0.48,0.37,0.8,0.037,4.0,100.0,0.9902,3.03,0.39,11.4,4,0,1,-21.806938131341393,-22.31633130447166,0.4091681436357811,2.3982762200728573
6.3,0.22,0.43,4.55,0.038,31.0,130.0,0.9918,3.35,0.33,11.5,7,0,1,13.617320178577561,-2.6648486296140748,-0.9211274746344735,0.1643965527641056
7.2165793124710955,0.27,0.31,17.7,0.051,33.0,173.0,0.999,3.09,0.64,10.2,5,0,1,56.48134788889718,-10.018145357224522,-0.4495953255991831,-0.5912012886521827
6.9,0.23,0.4,7.5,0.04,50.0,151.0,0.9927,3.11,0.27,11.4,6,0,1,38.440879675375754,11.187444673412319,-0.9341974814659169,-0.643441625535569
7.2,0.32,0.47,5.1,0.044,19.0,65.0,0.991,3.03,0.41,12.6,4,0,1,-52.345140274412934,0.31907871878070265,-1.5043990977265551,1.299506262863795
5.9,0.23,0.3,12.9,0.054,57.0,170.0,0.9972,3.28,0.39,9.4,5,0,1,58.752079378360165,13.887202015104084,0.3497056285011583,-1.3827162591765954
6.0,0.67,0.07,1.2,0.06,9.0,108.0,0.9931,3.11,0.35,8.7,4,0,1,-12.854701000510456,-19.235579414445528,3.6594422245577993,2.5633253545686627
6.4,0.25,0.32,5.5,0.049,41.0,176.0,0.995,3.19,0.68,9.2,6,0,1,60.695841631678476,-3.2765138933661864,0.7084275648905335,-0.79168721224649
6.4,0.33,0.31,5.5,0.048,42.0,173.0,0.9951,3.19,0.66,9.3,6,0,1,57.99850035200492,-1.6261992361704032,0.9697817959448815,-0.2762192483279165
7.1,0.34,0.15,1.2,0.053,61.0,183.0,0.9936,3.09,0.43,9.2,5,0,1,71.80839301502252,14.482841451405244,1.4653697378574961,-0.5751354408260259
6.8,0.28,0.4,22.0,0.048,48.0,167.0,1.001,2.93,0.5,8.7,5,0,1,54.19305875618399,6.071377701255537,0.7155302836199471,-1.5043815058984087
6.9,0.27,0.4,14.0,0.05,64.0,227.0,0.9979,3.18,0.58,9.6,6,0,1,115.85365508599901,7.8793508516462,0.022315495542879867,-1.4973782382836884
6.8,0.26,0.56,11.9,0.043,64.0,226.0,0.997,3.02,0.63,9.3,5,0,1,114.79478356265366,8.040101186518527,0.41608342824675165,-1.790373166189511
6.8,0.29,0.56,11.9,0.043,66.0,230.0,0.9972,3.02,0.63,9.3,5,0,1,119.13734288449548,9.085679252148665,0.5649373096154494,-1.6640244338336256
6.7,0.24,0.41,9.4,0.04,49.0,166.0,0.9954,3.12,0.61,9.9,6,0,1,52.909983202502886,6.887571842421114,-0.20674989380297243,-0.9462502469444447
5.9,0.3,0.23,4.2,0.038,42.0,119.0,0.9924,3.15,0.5,11.0,5,0,1,5.363774948727831,10.516860769148765,-0.37361028326604995,-0.03672231405266311
6.8,0.53,0.35,3.8,0.034,26.0,109.0,0.9906,3.26,0.57,12.7,8,0,1,-7.990970640063669,-2.8221991362628067,-1.2936677852263891,2.469979869511053
6.5,0.28,0.28,8.5,0.047,54.0,210.0,0.9962,3.09,0.54,8.9,4,0,1,96.83813723806642,1.8067574436617813,1.1881741612523227,-1.3581583080664579
6.6,0.28,0.28,8.5,0.052,55.0,211.0,0.9962,3.09,0.55,8.9,6,0,1,98.03513841500842,2.5543511167500683,1.1422166791958066,-1.3777576412559955
6.8,0.28,0.4,22.0,0.048,48.0,167.0,1.001,2.93,0.5,8.7,5,0,1,54.19305875618399,6.071377701255537,0.7155302836199471,-1.5043815058984087
6.8,0.28,0.36,8.0,0.045,28.0,123.0,0.9928,3.02,0.37,11.4,6,0,1,6.271392514999444,-3.905666399053812,-0.6463160029184274,0.06789074246716267
6.6,0.15,0.34,5.1,0.055,34.0,125.0,0.9942,3.36,0.42,9.6,5,0,1,9.453487389296383,1.39356994938496,0.13436363396311451,-0.5346468271450406
6.8,0.26,0.24,7.8,0.052,54.0,214.0,0.9961,3.13,0.47,8.9,5,0,1,100.7011661803848,0.8813801585376165,1.223295608055641,-1.3542458932394015
7.1,0.32,0.24,13.1,0.05,52.0,204.0,0.998,3.1,0.49,8.8,5,0,1,90.7372022812435,1.3490120236465906,1.0864333314895116,-0.9996818541755124
6.8,0.26,0.24,7.8,0.052,54.0,214.0,0.9961,3.13,0.47,8.9,5,0,1,100.7011661803848,0.8813801585376165,1.223295608055641,-1.3542458932394015
6.8,0.27,0.26,16.1,0.049,55.0,196.0,0.9984,3.15,0.5,9.3,5,0,1,83.74552671708932,6.169529706006423,0.19155568240896323,-1.3305022894367877
7.1,0.32,0.24,13.1,0.05,52.0,204.0,0.998,3.1,0.49,8.8,5,0,1,90.7372022812435,1.3490120236465906,1.0864333314895116,-0.9996818541755124
6.9,0.54,0.32,13.2,0.05,53.0,236.0,0.9973,3.2,0.5,9.6,5,0,1,122.11703870391774,-4.885721444875336,1.234254366051816,0.3401036349749346
6.8,0.26,0.34,13.9,0.034,39.0,134.0,0.9949,3.33,0.53,12.0,6,0,1,19.689240387105713,4.508368304633129,-2.3385674183842418,0.13838485458642483
5.8,0.28,0.35,2.3,0.053,36.0,114.0,0.9924,3.28,0.5,10.2,4,0,1,-0.9230559387381911,5.742028269418368,0.2864030042542482,0.08585875925701916
6.4,0.21,0.5,11.6,0.042,45.0,153.0,0.9972,3.15,0.43,8.8,5,0,1,39.45745896455904,5.990320374152859,0.9218382240537786,-1.1831808921952274
7.0,0.16,0.32,8.3,0.045,38.0,126.0,0.9958,3.21,0.34,9.2,5,0,1,11.45706973540141,5.157442422888031,0.5230139370616568,-0.7907272577773656
10.2,0.44,0.88,6.2,0.049,20.0,124.0,0.9968,2.99,0.51,9.9,4,0,1,5.361873615122242,-12.0035345274279,1.259493579934351,2.210331509127837
6.8,0.57,0.29,2.2,0.04,15.0,77.0,0.9938,3.32,0.74,10.2,5,0,1,-41.66400502795758,-6.374154243734251,0.9624059558242255,2.9808332925193843
6.1,0.4,0.31,0.9,0.048,23.0,170.0,0.993,3.22,0.77,9.5,6,0,1,50.627960041766315,-19.589470664446385,1.3153256706234115,0.6519862832945561
5.6,0.245,0.25,9.7,0.032,12.0,68.0,0.994,3.31,0.34,10.5,5,0,1,-50.77762308074603,-7.026685228740941,-0.29414502676376975,0.535170860192762
6.8,0.18,0.38,1.4,0.038,35.0,111.0,0.9918,3.32,0.59,11.2,7,0,1,-4.118243931309965,5.413080878038809,-1.2034077815834858,0.11894046889109047
7.0,0.16,0.32,8.3,0.045,38.0,126.0,0.9958,3.21,0.34,9.2,5,0,1,11.45706973540141,5.157442422888031,0.5230139370616568,-0.7907272577773656
6.7,0.13,0.29,5.3,0.051,31.0,122.0,0.9944,3.44,0.37,9.7,6,0,1,5.86745574534284,-0.845451035645118,-0.0011387701328814416,-0.38765263718651394
6.2,0.25,0.25,1.4,0.03,35.0,105.0,0.9912,3.3,0.44,11.1,7,0,1,-9.955119333038567,6.769557942714749,-0.6519667069742934,0.34861825265735524
5.8,0.26,0.24,9.2,0.044,55.0,152.0,0.9961,3.31,0.38,9.4,5,0,1,40.62494056538524,15.885112416993616,0.6370996609269793,-0.877378848407995
7.5,0.27,0.36,7.0,0.036,45.0,164.0,0.9939,3.03,0.33,11.0,5,0,1,49.95424891833112,3.367193537954673,-0.2265069147905306,-0.33170741163244705
5.8,0.26,0.24,9.2,0.044,55.0,152.0,0.9961,3.31,0.38,9.4,5,0,1,40.62494056538524,15.885112416993616,0.6370996609269793,-0.877378848407995
5.7,0.28,0.24,17.5,0.044,60.0,167.0,0.9989,3.31,0.44,9.4,5,0,1,56.697339107457466,17.6274559502686,0.07750292114165284,-1.2225660953391035
7.5,0.23,0.36,7.0,0.036,43.0,161.0,0.9938,3.04,0.32,11.0,5,0,1,46.58529638656072,2.0961612951242397,-0.3706332246760218,-0.5034454203108822
7.5,0.27,0.36,7.0,0.036,45.0,164.0,0.9939,3.03,0.33,11.0,5,0,1,49.95424891833112,3.367193537954673,-0.2265069147905306,-0.33170741163244705
7.2,0.685,0.21,9.5,0.07,33.0,172.0,0.9971,3.0,0.55,9.1,6,0,1,55.17064487686758,-10.047857036722224,2.702625848778191,1.7769228794525374
6.2,0.25,0.25,1.4,0.03,35.0,105.0,0.9912,3.3,0.44,11.1,7,0,1,-9.955119333038567,6.769557942714749,-0.6519667069742934,0.34861825265735524
6.5,0.19,0.3,0.8,0.043,33.0,144.0,0.9936,3.42,0.39,9.1,6,0,1,27.55124290080212,-3.9967584459494594,1.108967685537431,-0.21306885908242526
6.3,0.495,0.22,1.8,0.046,31.0,140.0,0.9929,3.39,0.531215154782073,10.4,6,0,1,23.243928429896624,-5.00704314267609,0.8978426050130907,1.731676956140813
7.1,0.24,0.41,17.8,0.046,39.0,145.0,0.9998,3.32,0.39,8.7,5,0,1,30.57903025681907,2.137150928013483,0.5110710829315828,-0.5469224005865079
6.4,0.17,0.32,2.4,0.048,41.0,200.0,0.9938,3.5,0.5,9.7,6,0,1,83.92953694389331,-8.781396008443838,0.3282851320653217,-0.7447810651110107
7.1,0.25,0.32,10.3,0.041,66.0,272.0,0.9969,3.17,0.52,9.1,6,0,1,159.96035203432848,-0.4354526774845476,0.7182100675456723,-1.8756806786808393
6.4,0.17,0.32,2.4,0.048,41.0,200.0,0.9938,3.5,0.5,9.7,6,0,1,83.92953694389331,-8.781396008443838,0.3282851320653217,-0.7447810651110107
7.1,0.24,0.41,17.8,0.046,39.0,145.0,0.9998,3.32,0.39,8.7,5,0,1,30.57903025681907,2.137150928013483,0.5110710829315828,-0.5469224005865079
6.8,0.64,0.08,9.7,0.062,26.0,142.0,0.9972,3.37,0.46,8.9,4,0,1,24.40611781500357,-10.091502014539957,2.3190475670411015,2.309319920637244
8.3,0.28,0.4,7.8,0.041,38.0,194.0,0.9976,3.34,0.51,9.6,6,0,1,77.62901406078409,-10.19725828255822,0.6996439337611334,0.27956799419435285
8.2,0.27,0.39,7.8,0.039,49.0,208.0,0.9976,3.31,0.51,9.5,6,0,1,93.72581936584433,-2.6423027878686045,0.6757733801105203,-0.18900152601359535
7.2,0.23,0.38,14.3,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,6,0,1,81.7221586785705,6.561615934972292,0.5205241763752435,-1.5532214448163246
7.2,0.23,0.38,14.3,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,6,0,1,81.7221586785705,6.561615934972292,0.5205241763752435,-1.5532214448163246
7.2,0.23,0.38,14.3,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,6,0,1,81.7221586785705,6.561615934972292,0.5205241763752435,-1.5532214448163246
7.2,0.23,0.38,14.3,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,6,0,1,81.7221586785705,6.561615934972292,0.5205241763752435,-1.5532214448163246
6.8,0.52,0.32,13.2,0.044,54.0,221.0,0.9972,3.27,0.5,9.6,6,0,1,107.73788521628977,-0.5292847251991926,0.9641645400679777,0.40386293103111504
7.0,0.26,0.59,1.4,0.037,40.0,120.0,0.9918,3.34,0.41,11.1,7,0,1,5.763957467754442,8.250774044405599,-0.5427717313210905,0.5770245833088348
6.2,0.25,0.21,15.55,0.039,28.0,159.0,0.9982,3.48,0.64,9.6,6,0,1,41.650718457260695,-11.790827325755306,-0.4219879991855647,-0.19252437351883714
7.3,0.32,0.23,13.7,0.05,49.0,197.0,0.9985,3.2,0.46,8.7,5,0,1,83.27395345133951,0.02291853352091881,1.059884641336016,-0.6912128279373377
7.7,0.31,0.26,7.8,0.031,23.0,90.0,0.9944,3.13,0.5,10.4,5,0,1,-26.98689813809203,-1.3488170422873151,-0.3409631030757668,0.9418535523869803
7.1,0.21,0.37,2.4,0.026,23.0,100.0,0.9903,3.15,0.38,11.4,7,0,1,-17.478245874483715,-3.762567388647526,-1.0913957503952068,0.39646661085371054
6.8,0.24,0.34,2.7,0.047,64.5,218.5,0.9934,3.3,0.58,9.7,6,0,1,107.21735226683843,9.936581993951236,0.1474503164973998,-1.1665373339039953
6.9,0.4,0.56,11.2,0.043,40.0,142.0,0.9975,3.14,0.46,8.7,5,0,1,27.607539742430546,3.5856482253227098,1.6489845215472452,0.29927923033881004
6.1,0.18,0.36,2.0,0.038,20.0,249.5,0.9923,3.37,0.79,11.3,6,0,1,127.39232078808848,-40.396234025890195,-0.7035923956608579,-0.6212202510939742
6.8,0.21,0.27,2.1,0.03,26.0,139.0,0.99,3.16,0.61,12.6,7,0,1,21.146709953224587,-9.638363257553682,-2.104125817108516,0.17426854960657515
5.8,0.2,0.27,1.4,0.031,12.0,77.0,0.9905,3.25,0.36,10.9,7,0,1,-42.36616316369606,-9.311110568675126,-0.32128211909165855,0.43496824332812306
5.6,0.19,0.26,1.4,0.03,12.0,76.0,0.9905,3.25,0.37,10.9,7,0,1,-43.33837103276699,-9.08427563372481,-0.3308084368438595,0.32556155448907437
7.2165793124710955,0.41,0.14,10.4,0.037,18.0,119.0,0.996,3.38,0.45,10.0,5,0,1,0.2409555699077124,-12.673845132162477,0.3194511050555382,1.5779865450926436
5.9,0.21,0.28,4.6,0.053,40.0,199.0,0.9964,3.72,0.7,10.0,4,0,1,82.82528270123589,-9.457731856721336,0.1065273897101019,-0.2021232354522147
8.5,0.26,0.21,16.2,0.074,41.0,197.0,0.998,3.02,0.5,9.8,3,0,1,81.57121546089874,-7.695353000217875,-0.2669883624213304,-0.8928451112471341
6.9,0.4,0.56,11.2,0.043,40.0,142.0,0.9975,3.14,0.46,8.7,5,0,1,27.607539742430546,3.5856482253227098,1.6489845215472452,0.29927923033881004
5.8,0.24,0.44,3.5,0.029,5.0,109.0,0.9913,3.53,0.43,11.7,3,0,1,-12.69678192224771,-23.275353289327448,-0.9925457199667296,1.2008402374196754
5.8,0.24,0.39,1.5,0.054,37.0,158.0,0.9932,3.21,0.52,9.3,6,0,1,42.11104957334403,-3.231671449778157,1.2443216073222163,-0.6740407988816526
6.7,0.26,0.39,1.1,0.04,45.0,147.0,0.9935,3.32,0.58,9.6,8,0,1,33.169512530725854,7.020775687886708,0.5441682726099827,-0.06450905530014137
6.3,0.35,0.3,5.7,0.035,8.0,97.0,0.9927,3.27,0.41,11.0,7,0,1,-23.615006995992363,-17.58647835969526,-0.017237411678781126,1.3961933136551354
6.3,0.35,0.3,5.7,0.035,8.0,97.0,0.9927,3.27,0.41,11.0,7,0,1,-23.615006995992363,-17.58647835969526,-0.017237411678781126,1.3961933136551354
6.4,0.23,0.39,1.8,0.032,23.0,118.0,0.9912,3.32,0.5,11.8,6,0,1,0.023710434507676126,-7.833439681891669,-1.0902236815534723,0.6020562024732911
5.8,0.36,0.38,0.9,0.037,3.0,75.0,0.9904,3.28,0.34,11.4,4,0,1,-46.35425035066474,-17.637951588109512,0.19614124941479677,1.7691541221151634
6.9,0.115,0.35,5.4,0.048,36.0,108.0,0.9939,3.32,0.42,10.2,6,0,1,-6.6423219346172475,7.182733883932164,-0.5941335225280464,-0.5438853549328762
6.9,0.29,0.4,19.45,0.043,36.0,156.0,0.9996,2.93,0.47,8.9,5,0,1,40.68569191961224,-3.2117970579494797,0.8002498432588145,-0.9954848678771817
6.9,0.28,0.4,8.2,0.036,15.0,95.0,0.9944,3.17,0.33,10.2,5,0,1,-23.888145230739074,-10.248861901973655,0.3355736036126081,0.6938639666294294
7.2,0.29,0.4,13.6,0.045,66.0,231.0,0.9977,3.08,0.59,9.6,6,0,1,120.17747105816329,8.910569008810215,0.11131746295431161,-1.4952973048067018
6.2,0.24,0.35,1.2,0.038,22.0,167.0,0.9912,3.1,0.48,10.6,6,0,1,47.489086766520856,-19.875357271279352,0.3454973561007972,-0.29008355423940363
6.9,0.29,0.4,19.45,0.043,36.0,156.0,0.9996,2.93,0.47,8.9,5,0,1,40.68569191961224,-3.2117970579494797,0.8002498432588145,-0.9954848678771817
6.9,0.32,0.26,8.3,0.053,32.0,180.0,0.9965,3.25,0.51,9.2,6,0,1,62.686909641208494,-12.859428039443868,1.2117085583510911,-0.035970204010895436
7.2165793124710955,0.58,0.07,6.9,0.043,34.0,149.0,0.9944,3.34,0.57,9.7,5,0,1,32.889504838390756,-3.9665119687745065,0.8542774709832989,1.9970700024926082
5.3,0.585,0.3187218971358176,7.1,0.044,34.0,145.0,0.9945,3.34,0.57,9.7,6,0,1,29.016915398716858,-3.045560097234145,1.4882024840630548,1.5609966057457358
5.4,0.59,0.07,7.0,0.045,36.0,147.0,0.9944,3.34,0.57,9.7,6,0,1,31.40730130692996,-1.5527412430622198,1.3597748064615995,1.5073933430948416
6.9,0.32,0.26,8.3,0.053,32.0,180.0,0.9965,3.25,0.51,9.2,6,0,1,62.686909641208494,-12.859428039443868,1.2117085583510911,-0.035970204010895436
5.2,0.6,0.07,7.0,0.044,33.0,147.0,0.9944,3.33,0.58,9.7,5,0,1,30.73635708809779,-4.472593629515016,1.4877496104680794,1.5600630075001956
5.8,0.25,0.26,13.1,0.051,44.0,148.0,0.9972,3.29,0.38,9.3,5,0,1,34.42918612117236,6.195448843785952,0.5577662757098463,-0.8843224466154465
6.6,0.58,0.3,5.1,0.057,30.0,123.0,0.9949,3.24,0.38,9.0,5,0,1,6.6128967840615305,-2.05250229033322,2.4671498736331734,1.9003213776777717
7.0,0.29,0.54,10.7,0.046,59.0,234.0,0.9966,3.05,0.61,9.5,5,0,1,121.4102080800117,1.3300198069145064,0.5403127472021158,-1.397694797660811
6.6,0.19,0.41,8.9,0.046,51.0,169.0,0.9954,3.14,0.57,9.8,6,0,1,56.25940009633564,8.14373453781422,-0.162300792141155,-1.3246558479266286
6.7,0.2,0.41,9.1,0.044,50.0,166.0,0.9954,3.14,0.58,9.8,6,0,1,53.12216431311279,7.851857015725972,-0.21280345050936433,-1.1968610417287355
7.7,0.26,0.4,1.1,0.042,9.0,60.0,0.9915,2.89,0.5,10.6,5,0,1,-59.61345734141949,-8.422511341066418,0.13141774070003168,0.9057598345270326
6.8,0.32,0.34,1.2,0.044,14.0,67.0,0.9919,3.05,0.47,10.6,4,0,1,-51.66752349659777,-5.122905148180025,0.46279929647013707,1.1307482374608313
7.0,0.3,0.49,4.7,0.036,17.0,105.0,0.9916,3.26,0.68,12.4,7,0,1,-13.86403967212239,-10.658210929171616,-1.9042413743492126,1.3020950306119072
7.0,0.24,0.36,2.8,0.034,22.0,112.0,0.99,3.19,0.38,12.6,8,0,1,-6.008746581565193,-7.425707308840573,-1.7347366023970725,0.7118345755476616
6.1,0.31,0.58,5.0,0.039,36.0,114.0,0.9909,3.3,0.6,12.3,8,0,1,-0.8242211449474443,5.828539408284966,-1.906442172606041,0.6723722860427653
6.8,0.44,0.37,5.1,0.047,46.0,201.0,0.9938,3.08,0.65,10.5,4,0,1,86.12916989841094,-4.056243973887211,0.5343449971516422,0.24859581459921834
6.7,0.34,0.3,15.6,0.054,51.0,196.0,0.9982,3.19,0.49,9.3,5,0,1,82.82878814379269,2.2598642704417062,0.5369573355197665,-0.7827228965979858
7.1,0.35,0.24,15.4,0.055,46.0,198.0,0.9988,3.12,0.49,8.8,5,0,1,83.64718032022452,-3.0699564901419882,1.1048188514491635,-0.7048498484998529
7.3,0.32,0.25,7.2,0.056,47.0,180.0,0.9961,3.08,0.47,8.8,5,0,1,66.0021457589897,1.7088853993909658,1.491148904052202,-0.5637322846814481
6.5,0.28,0.33,15.7,0.053,51.0,190.0,0.9978,3.22,0.51,9.7,6,0,1,76.99054172818703,3.6182243416725965,-0.068823169346926,-1.0580701494506992
7.2,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,2.98,0.48,9.0,7,0,1,78.42619847236419,1.167035591100455,0.7003879921508755,-1.5943510629538469
7.2,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,2.98,0.48,9.0,7,0,1,78.42619847236419,1.167035591100455,0.7003879921508755,-1.5943510629538469
7.2,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,2.98,0.48,9.0,7,0,1,78.42619847236419,1.167035591100455,0.7003879921508755,-1.5943510629538469
7.2,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,2.98,0.48,9.0,7,0,1,78.42619847236419,1.167035591100455,0.7003879921508755,-1.5943510629538469
5.9,0.15,0.31,5.8,0.041,53.0,155.0,0.9945,3.52,0.46,10.5,6,0,1,42.94819713835088,13.159300264004788,-0.7150398645695203,-0.8578831138062111
7.4,0.28,0.42,19.8,0.066,53.0,195.0,1.0,2.96,0.44,9.1,5,0,1,82.47577023426717,4.556436046125454,0.575314629590767,-1.517275065629111
6.2,0.28,0.22,7.3,0.041,26.0,157.0,0.9957,3.44,0.64,9.8,7,0,1,38.90895002531203,-13.540312838136296,0.2607962383655235,0.2570578532568857
9.1,0.59,0.38,1.6,0.066,34.0,182.0,0.9968,3.23,0.38,8.5,3,0,1,64.79056502435807,-11.585823671187116,3.4249341585658373,2.320760698710158
6.3,0.33,0.27,1.2,0.046,34.0,175.0,0.9934,3.37,0.54,9.4,6,0,1,57.972959573028646,-9.99808305787572,1.238225570167734,0.2734773162841674
8.3,0.39,0.7,10.6,0.045,33.0,169.0,0.9976,3.09,0.57,9.4,5,0,1,52.28707402515351,-9.344074339530938,1.0721690791973646,0.688889240967127
7.2,0.19,0.46,3.8,0.041,82.0,187.0,0.9932,3.19,0.6,11.2,7,0,1,80.50578449070116,34.114112606155416,-1.4438081006416044,-1.4170536953506823
7.5,0.17,0.44,11.3,0.046,65.0,146.0,0.997,3.17,0.45,10.0,6,0,1,37.097331310844424,27.02982521647128,-0.6073588614720253,-1.2479709458427333
6.7,0.17,0.5,2.1,0.043,27.0,122.0,0.9923,3.15,0.45,10.3,6,0,1,4.83389425520721,-4.837266572926044,0.08601625793837446,-0.3188103394766713
6.1,0.41,0.0,1.6,0.063,36.0,87.0,0.9914,3.27,0.67,10.8,6,0,1,-27.24539972123764,11.807637964423288,-0.4016678728900728,1.0931152772875978
8.3,0.2,0.35,0.9,0.05,12.0,74.0,0.992,3.13,0.38,10.5,6,0,1,-45.322803098205114,-8.66815782235401,-0.09887051456644552,0.9293308774467025
6.1,0.41,0.0,1.6,0.063,36.0,87.0,0.9914,3.27,0.67,10.8,6,0,1,-27.24539972123764,11.807637964423288,-0.4016678728900728,1.0931152772875978
6.0,0.29,0.21,1.3,0.055,42.0,168.0,0.9914,3.32,0.43,11.1,6,0,1,52.947257478457324,-0.6203374407278411,-0.16951759299466157,-0.08865338628764666
7.3,0.41,0.24,6.8,0.057,41.0,163.0,0.9949,3.2,0.41,9.9,6,0,1,48.08316619544427,-0.30999513755815516,0.8916641023964855,0.576045832633481
7.3,0.41,0.24,6.8,0.057,41.0,163.0,0.9949,3.2,0.41,9.9,6,0,1,48.08316619544427,-0.30999513755815516,0.8916641023964855,0.576045832633481
7.2,0.43,0.24,6.7,0.058,40.0,163.0,0.995,3.2,0.41,9.9,5,0,1,47.855544881730374,-1.2861401326992354,1.0528314239472378,0.6962625615206495
7.3,0.4,0.24,6.7,0.058,41.0,166.0,0.995,3.2,0.41,9.9,6,0,1,50.99977954411914,-0.9894522564731492,0.9173537602314814,0.5007468313350351
6.2,0.33,0.27,4.9,0.036,30.0,134.0,0.9927,3.2,0.42,10.4,7,0,1,17.309087032618823,-4.532073774825573,0.2947702060852902,0.349785702215392
6.2,0.31,0.26,4.8,0.037,36.0,148.0,0.9928,3.21,0.41,10.4,6,0,1,32.279895759305994,-1.8492367771640936,0.24438941044379667,0.032636417148591244
6.1,0.36,0.27,2.1,0.035,16.0,100.0,0.9917,3.4,0.71,11.5,7,0,1,-19.05380531621486,-10.580735428327504,-0.8604111697646974,1.6109541782680046
5.0,0.55,0.14,8.3,0.032,35.0,164.0,0.9918,3.53,0.51,12.5,8,0,1,47.77538303717348,-6.309137546538227,-1.228126297687692,1.7631799317989514
7.8,0.25,0.41,3.7,0.042,37.0,149.0,0.9954,3.36,0.45,10.0,6,0,1,33.42279199151421,-1.146551108163893,0.4699363414723769,0.4592987733474668
5.7,0.36,0.21,6.7,0.038,51.0,166.0,0.9941,3.29,0.63,10.0,6,0,1,53.25119987202358,8.75915491102315,0.09886801927853467,-0.21901370090597208
5.8,0.34,0.21,6.6,0.04,50.0,167.0,0.9941,3.29,0.62,10.0,5,0,1,53.995840310211484,7.5562225967113354,0.06318132058166137,-0.3021743682700951
6.8,0.28,0.6,1.1,0.132,42.0,127.0,0.9934,3.09,0.44,9.1,6,0,1,13.027792941041714,8.606639788663008,1.773014847278887,-0.5092023487801054
6.8,0.25,0.34,4.7,0.031,34.0,134.0,0.9927,3.21,0.38,10.6,6,0,1,18.191985743429168,-0.6467666307562893,-0.21306147157922428,0.04941198742527932
6.6,0.24,0.35,7.7,0.031,36.0,135.0,0.9938,3.19,0.37,10.5,5,0,1,19.74132599725279,1.1684736825570232,-0.2697331708478882,-0.24338849155565237
5.9,0.3,0.47,7.85,0.03,19.0,133.0,0.9933,3.52,0.43,11.5,7,0,1,13.989429592606626,-14.921902262687519,-0.9033483397384072,1.0048920630056164
6.1,0.125,0.25,3.3,0.04,10.0,69.0,0.9934,3.54,0.59,10.1,6,0,1,-50.52139111419322,-9.400355936003628,-0.6028576301245971,0.49374135093472427
6.0,0.1,0.24,1.1,0.041,15.0,65.0,0.9927,3.61,0.61,10.3,7,0,1,-53.3877886274353,-3.6961362241997335,-0.8600323297604007,0.4468977418658204
6.6,0.24,0.35,7.7,0.031,36.0,135.0,0.9938,3.19,0.37,10.5,5,0,1,19.74132599725279,1.1684736825570232,-0.2697331708478882,-0.24338849155565237
6.8,0.25,0.34,4.7,0.031,34.0,134.0,0.9927,3.21,0.38,10.6,6,0,1,18.191985743429168,-0.6467666307562893,-0.21306147157922428,0.04941198742527932
6.8,0.28,0.44,9.3,0.031,35.0,137.0,0.9946,3.16,0.36,10.4,6,0,1,21.530575992336072,-0.20873021273586875,-0.03766030908842172,-0.014909543098436819
